753,Ադոյի տեղեր,07/09/2006,Կոտայք,Սոլակ,44:42:25,40:27:30,11-38-126-3-2,07.060.,2.3.11.,001,Adoyi tegher,Адои техер,11/09/2006
754,Ազատի փոս,07/09/2006,Կոտայք,Բջնի,44:41:30,40:25:15,11-38-126-3-2,07.019.,2.3.11.,001,Azati phos,Азати пос,11/09/2006
755,Ազգային պարկ,07/09/2006,Կոտայք,Ջրվեժ,44:37:20,40:11:00,11-38-138-1-3,07.057.,2.3.02.,001,Azgayin park,Азгаин парк,11/09/2006
756,Աթոյի աղբյուր,07/09/2006,Կոտայք,Քաղսի,44:48:15,40:25:20,11-38-126-4-1,07.063.,2.3.11.,001,Athoyi aghbyur,Атои ахбюр,11/09/2006
757,Ալ հող,07/09/2006,Կոտայք,Մեղրաձոր,44:42:00,40:39:10,11-38-126-1-2,07.045.,2.3.11.,002,Al hogh,Ал ох,11/09/2006
758,Ալոյի տափ,07/09/2006,Կոտայք,Ալափարս,44:39:45,40:25:10,11-38-126-3-2,07.008.,2.3.11.,001,Aloyi taph,Алои тап,11/09/2006
759,Ակնաղբյուր,23/08/2012,Կոտայք,Արզական,44:36:00,40:32:00,11-38-126-1-3,07.015.,2.3.11.,001,Aknaghbyur,Акнахбюр,10/09/2012
760,Ակոսներ,07/09/2006,Կոտայք,Արգել,44:35:30,40:22:25,11-38-126-3-3,07.014.,2.3.11.,001,Akosner,Акоснер,11/09/2006
761,Աղաձոր,07/09/2006,Կոտայք,Կամարիս,44:41:10,40:14:40,11-38-138-1-4,07.035.,2.3.11.,001,Aghadzor,Ахадзор,11/09/2006
762,Աղավնու բներ,07/09/2006,Կոտայք,Գեղաշեն,44:43:50,40:14:55,11-38-138-1-4,07.023.,2.3.11.,001,Aghavnu bner,Ахавну бнер,11/09/2006
763,Աղբերակ,07/09/2006,Կոտայք,Գառնի,44:44:20,40:09:25,11-38-138-3-2,07.021.,2.3.11.,001,Aghberak,Ахберак,11/09/2006
764,Աղբրախուփ,07/09/2006,Կոտայք,Ֆանտան,44:42:00,40:23:30,11-38-126-3-4,07.067.,2.3.11.,001,Aghbrakhuph,Ахбрахуп,11/09/2006
765,Աղբրահանդ,07/09/2006,Կոտայք,Գառնի,44:43:30,40:08:55,11-38-138-3-2,07.021.,2.3.11.,002,Aghbrahand,Ахбраанд,11/09/2006
766,Աղբրի ձոր,07/09/2006,Կոտայք,Նոր Գեղի,44:36:00,40:21:40,11-38-126-3-3,07.048.,2.3.11.,001,Aghbri dzor,Ахбри дзор,11/09/2006
767,Աղբրուտ,07/09/2006,Կոտայք,Հատիս,44:46:20,40:20:20,11-38-126-4-3,07.040.,2.3.11.,001,Aghbrut,Ахбрут,11/09/2006
768,Աղեղիկ,07/09/2006,Կոտայք,Զառ,44:46:55,40:15:05,11-38-138-2-1,07.027.,2.3.11.,001,Agheghik,Ахехик,11/09/2006
769,Աղետաբեր,07/09/2006,Կոտայք,Զովք,44:41:50,40:10:30,11-38-138-1-4,07.030.,2.3.11.,001,Aghetaber,Ахетабер,11/09/2006
770,Աղի լիճ,07/09/2006,Կոտայք,Ֆանտան,44:46:15,40:23:10,11-38-126-4-3,07.067.,2.3.11.,002,Aghi lich,Ахи лич,11/09/2006
771,Աղի վրաններ,07/09/2006,Կոտայք,Արագյուղ,44:33:45,40:24:25,11-38-126-3-3,07.012.,2.3.11.,001,Aghi vranner,Ахи враннер,11/09/2006
772,Աղիջուր,07/09/2006,Կոտայք,Ողջաբերդ,44:38:25,40:10:05,11-38-138-1-4,07.052.,2.3.11.,001,Aghijur,Ахиджур,11/09/2006
773,Աղմկոտ ձոր,23/08/2012,Կոտայք,Հանքավան,44:29:55,40:38:40,11-38-125-2-2,07.039.,2.3.11.,001,Aghmkot dzor,Ахмкот дзор,10/09/2012
774,Աղոթալանջ,23/08/2012,Կոտայք,Հանքավան,44:27:10,40:37:50,11-38-125-2-2,07.039.,2.3.11.,002,Aghothalanj,Ахоталандж,10/09/2012
775,Աղոթարան,07/09/2006,Կոտայք,Գեղաշեն,44:49:20,40:13:25,11-38-138-2-3,07.023.,2.3.11.,002,Aghotharan,Ахотаран,11/09/2006
776,Աղսպներ,07/09/2006,Կոտայք,Քաղսի,44:44:25,40:27:40,11-38-126-3-2,07.063.,2.3.11.,002,Aghspner,Ахспнер,11/09/2006
777,Աղվեսաձոր,07/09/2006,Կոտայք,Կապուտան,44:40:30,40:19:15,11-38-138-1-2,07.036.,2.3.11.,001,Aghvesadzor,Ахвесадзор,11/09/2006
778,Աղվեսիձոր,07/09/2006,Կոտայք,Սևաբերդ,44:49:10,40:15:50,11-38-138-2-1,07.061.,2.3.11.,001,Aghvesidzor,Ахвесидзор,11/09/2006
779,Աղվեսի անտառ,07/09/2006,Կոտայք,Բուժական,44:32:30,40:26:20,11-38-126-3-1,07.020.,2.3.11.,001,Aghvesi antar,Ахвеси антар,11/09/2006
780,Աղվեսի բներ,07/09/2006,Կոտայք,Թեղենիք,44:33:10,40:25:30,11-38-126-3-1,07.032.,2.3.11.,001,Aghvesi bner,Ахвеси бнер,11/09/2006
781,Աղվեսի բներ,07/09/2006,Կոտայք,Մեղրաձոր,44:37:50,40:36:30,11-38-126-1-2,07.045.,2.3.11.,003,Aghvesi bner,Ахвеси бнер,11/09/2006
782,Աղվեսի բներ,07/09/2006,Կոտայք,Նոր Գյուղ,44:39:25,40:16:55,11-38-138-1-2,07.049.,2.3.11.,001,Aghvesi bner,Ахвеси бнер,11/09/2006
783,Աղվեսի բներ,07/09/2006,Կոտայք,Ջրաբեր,44:39:00,40:21:35,11-38-126-3-4,07.055.,2.3.11.,001,Aghvesi bner,Ахвеси бнер,11/09/2006
784,Աղվեսի բներ,07/09/2006,Կոտայք,Քարաշամբ,44:34:30,40:22:45,11-38-126-3-3,07.066.,2.3.11.,001,Aghvesi bner,Ахвеси бнер,11/09/2006
785,Աղտիս,07/09/2006,Կոտայք,Հատիս,44:46:30,40:22:50,11-38-126-4-3,07.040.,2.3.11.,002,Aghtis,Ахтис,11/09/2006
786,Աղուտներ,07/09/2006,Կոտայք,Զորավան,44:30:40,40:19:50,11-38-138-1-1,07.031.,2.3.11.,002,Aghutner,Ахутнер,11/09/2006
787,Աղքատատեղ,07/09/2006,Կոտայք,Բջնի,44:44:00,40:24:40,11-38-126-3-4,07.019.,2.3.11.,002,Aghqatategh,Ахкататех,11/09/2006
788,Այգեճալա,07/09/2006,Կոտայք,Բջնի,44:40:25,40:27:40,11-38-126-3-2,07.019.,2.3.11.,003,Ajgechala,Айгечала,11/09/2006
789,Այգի,07/09/2006,Կոտայք,Ալափարս,44:37:30,40:25:00,11-38-126-3-2,07.008.,2.3.11.,002,Ajgi,Айги,11/09/2006
790,Այգի,07/09/2006,Կոտայք,Պտղնի,44:34:50,40:15:05,11-38-138-1-1,07.054.,2.3.11.,001,Ajgi,Айги,11/09/2006
791,Այլաբերք,07/09/2006,Կոտայք,Արզական,44:36:35,40:25:20,11-38-126-3-1,07.015.,2.3.11.,002,Ajlaberq,Айлаберк,11/09/2006
792,Այրալանջ,07/09/2006,Կոտայք,Նոր Գյուղ,44:38:45,40:18:35,11-38-138-1-2,07.049.,2.3.11.,002,Ayralanj,Айраландж,11/09/2006
793,Անահու գհոռ,07/09/2006,Կոտայք,Լեռնանիստ,44:52:10,40:26:00,11-38-126-4-1,07.033.,2.3.11.,001,Anahu ghor,Анау гхор,11/09/2006
794,Անապատ,07/09/2006,Կոտայք,Հատիս,44:47:55,40:20:55,11-38-126-4-3,07.040.,2.3.11.,003,Anapat,Анапат,11/09/2006
795,Անդոյի նավ,07/09/2006,Կոտայք,Գեղարդ,44:47:50,40:09:45,11-38-138-4-1,07.024.,2.3.11.,001,Andoyi nav,Андои нав,11/09/2006
796,Անկյուն,07/09/2006,Կոտայք,Ալափարս,44:37:25,40:24:25,11-38-126-3-3,07.008.,2.3.11.,003,Ankyun,Анкюн,11/09/2006
797,Անկյուն,07/09/2006,Կոտայք,Նոր Գեղի,44:36:00,40:21:20,11-38-126-3-3,07.048.,2.3.11.,002,Ankyun,Анкюн,11/09/2006
798,Անձավաթախտ,07/09/2006,Կոտայք,Արագյուղ,44:32:10,40:24:50,11-38-126-3-3,07.012.,2.3.11.,002,Andzavathakht,Андзаватахт,11/09/2006
799,Անջրդի հողեր,07/09/2006,Կոտայք,Գետամեջ,44:34:15,40:16:50,11-38-138-1-1,07.025.,2.3.11.,001,Anjrdi hogher,Анджрди охер,11/09/2006
800,Անտառ,07/09/2006,Կոտայք,Ողջաբերդ,44:38:20,40:10:20,11-38-138-1-4,07.052.,2.3.11.,002,Antar,Антар,11/09/2006
801,Անտառասար,07/09/2006,Կոտայք,Հանքավան,44:27:10,40:38:20,11-38-125-2-2,07.039.,2.3.11.,003,Antarasar,Антарасар,11/09/2006
802,Անտառուտ,07/09/2006,Կոտայք,Ծաղկաձոր,44:42:30,40:31:53,11-38-126-1-4,07.005.,2.3.03.,001,Antarut,Антарут,11/09/2006
803,Ապակե բլուր,07/09/2006,Կոտայք,Արագյուղ,44:30:20,40:25:00,11-38-126-3-1,07.012.,2.3.11.,003,Apake blur,Апаке блур,11/09/2006
804,Ապրեի լիճ,07/09/2006,Կոտայք,Լեռնանիստ,44:50:50,40:25:50,11-38-126-4-1,07.033.,2.3.11.,002,Aprei lich,Апреи лич,11/09/2006
805,Աջարողներ,07/09/2006,Կոտայք,Ջրաբեր,44:38:10,40:20:45,11-38-126-3-4,07.055.,2.3.11.,002,Ajaroghner,Аджарохнер,11/09/2006
806,Առապար,07/09/2006,Կոտայք,Կոտայք,44:40:50,40:17:10,11-38-138-1-2,07.038.,2.3.11.,001,Arapar,Арапар,11/09/2006
807,Առաջին,07/09/2006,Կոտայք,Մարմարիկ,44:40:50,40:34:35,11-38-126-1-4,07.044.,2.3.11.,001,Arajin,Арачин,11/09/2006
808,Առաջին բրիգադ,07/09/2006,Կոտայք,Մրգաշեն,44:32:25,40:16:55,11-38-138-1-1,07.046.,2.3.11.,001,Arajin brigad,Арачин бригад,11/09/2006
809,Առաջին բրիգադ,07/09/2006,Կոտայք,Նոր Գեղի,44:34:00,40:19:40,11-38-138-1-1,07.048.,2.3.11.,003,Arajin brigad,Арачин бригад,11/09/2006
810,Առաջին բրիգադ,07/09/2006,Կոտայք,Քանաքեռավան,44:31:25,40:14:20,11-38-138-1-3,07.064.,2.3.02.,001,Arajin brigad,Арачин бригад,11/09/2006
811,Առաջին բրիգադ,07/09/2006,Կոտայք,Քասախ,44:27:25,40:15:15,11-38-137-2-2,07.065.,2.3.02.,001,Arajin brigad,Арачин бригад,11/09/2006
812,Առաջին թաղամաս,07/09/2006,Կոտայք,Արզնի,44:36:50,40:17:45,11-38-138-1-1,07.016.,2.3.11.,001,Arajin thaghamas,Арачин тахамас,11/09/2006
813,Առինջի ճամփա,07/09/2006,Կոտայք,Ձորաղբյուր,44:37:00,40:12:40,11-38-138-1-3,07.042.,2.3.11.,001,Arinji champha,Аринджи чампа,11/09/2006
814,Առվամեջ,07/09/2006,Կոտայք,Զովք,44:42:40,40:11:50,11-38-138-1-4,07.030.,2.3.11.,002,Arvamej,Арвамеч,11/09/2006
815,Առվույտք,07/09/2006,Կոտայք,Հրազդան,44:46:30,40:33:15,11-38-126-2-3,07.001.,2.3.11.,001,Arvuytq,Арвуйтк,11/09/2006
816,Ասլանի վայրեր,07/09/2006,Կոտայք,Հրազդան,44:43:20,40:36:20,11-38-126-1-2,07.001.,2.3.11.,002,Aslani vayrer,Аслани вайрер,11/09/2006
817,Ասոյի դաշտ,07/09/2006,Կոտայք,Սոլակ,44:45:25,40:25:30,11-38-126-4-1,07.060.,2.3.11.,002,Asoyi dasht,Асои дашт,11/09/2006
818,Ասոյի ժամ,07/09/2006,Կոտայք,Սոլակ,44:42:00,40:28:20,11-38-126-3-2,07.060.,2.3.03.,001,Asoyi zham,Асои жам,11/09/2006
819,Ավագորդու,07/09/2006,Կոտայք,Մեղրաձոր,44:40:10,40:38:30,11-38-126-1-2,07.045.,2.3.11.,004,Avagvordu,Авагорду,11/09/2006
820,Ավագու պոզ,07/09/2006,Կոտայք,Սոլակ,44:41:50,40:27:50,11-38-126-3-2,07.060.,2.3.11.,003,Avagu poz,Авагу поз,11/09/2006
821,Ավազաձորի,07/09/2006,Կոտայք,Արզական,44:36:50,40:27:30,11-38-126-3-1,07.015.,2.3.11.,003,Avazadzori,Авазадзори,11/09/2006
822,Ավազան,07/09/2006,Կոտայք,Արզական,44:35:25,40:24:30,11-38-126-3-3,07.015.,2.3.11.,004,Avazan,Авазан,11/09/2006
823,Ավազանոց,07/09/2006,Կոտայք,Զովաշեն,44:44:55,40:18:55,11-38-138-1-2,07.028.,2.3.11.,001,Avazanoc,Авазаноц,11/09/2006
824,Ավանի դաշտ,07/09/2006,Կոտայք,Առինջ,44:35:50,40:12:45,11-38-138-1-3,07.011.,2.3.11.,001,Avani dasht,Авани дашт,11/09/2006
825,Ավատի,07/09/2006,Կոտայք,Ֆանտան,44:48:20,40:22:45,11-38-126-4-3,07.067.,2.3.11.,003,Avati,Авати,11/09/2006
826,Ավետանոց,07/09/2006,Կոտայք,Քաղսի,44:44:55,40:28:40,11-38-126-3-2,07.063.,2.3.11.,003,Avetanoc,Аветаноц,11/09/2006
827,Ավետի ,07/09/2006,Կոտայք,Բուժական,44:32:40,40:26:25,11-38-126-3-1,07.020.,2.3.03.,001,Aveti,Авети,11/09/2006
828,Ավերակ,07/09/2006,Կոտայք,Արագյուղ,44:31:40,40:23:00,11-38-126-3-3,07.012.,2.3.11.,004,Averak,Аверак,11/09/2006
829,Ավերակներ,07/09/2006,Կոտայք,Գեղաշեն,44:45:50,40:15:00,11-38-138-2-3,07.023.,2.3.11.,003,Averakner,Аверакнер,11/09/2006
830,Ավերակներ,07/09/2006,Կոտայք,Կապուտան,44:41:05,40:19:30,11-38-138-1-2,07.036.,2.3.11.,002,Averakner,Аверакнер,11/09/2006
831,Ավերակներ,07/09/2006,Կոտայք,Մեղրաձոր,44:40:40,40:37:20,11-38-126-1-2,07.045.,2.3.03.,001,Averakner,Аверакнер,11/09/2006
832,Ավերակներ,07/09/2006,Կոտայք,Մեղրաձոր,44:40:30,40:37:25,11-38-126-1-2,07.045.,2.3.11.,005,Averakner,Аверакнер,11/09/2006
833,Ավերակներ,07/09/2006,Կոտայք,Սարալանջ,44:31:30,40:23:45,11-38-126-3-3,07.059.,2.3.11.,001,Averakner,Аверакнер,11/09/2006
834,Ավոյի վրան,07/09/2006,Կոտայք,Արագյուղ,44:32:35,40:24:55,11-38-126-3-3,07.012.,2.3.11.,005,Avoyi vran,Авои вран,11/09/2006
835,Արամուսի այգիներ,07/09/2006,Կոտայք,Արամուս,44:38:50,40:14:50,11-38-138-1-4,07.013.,2.3.02.,001,Aramusi ayginer,Арамуси айгинер,11/09/2006
836,Արգելաբլուր,07/09/2006,Կոտայք,Արագյուղ,44:33:55,40:23:30,11-38-126-3-3,07.012.,2.3.11.,006,Argelablur,Аргелаблур,11/09/2006
837,Արեգնի,07/09/2006,Կոտայք,Աղավնաձոր,44:40:10,40:32:30,11-38-126-1-4,07.010.,2.3.11.,001,Aregni,Арегни,11/09/2006
838,Արեգունի,07/09/2006,Կոտայք,Հրազդան,44:44:25,40:30:10,11-38-126-1-4,07.001.,2.3.11.,003,Areguni,Арегуни,11/09/2006
839,Արեգունի,07/09/2006,Կոտայք,Մարմարիկ,44:40:45,40:35:20,11-38-126-1-2,07.044.,2.3.11.,002,Areguni,Арегуни,11/09/2006
840,Արեգունիք,07/09/2006,Կոտայք,Լեռնանիստ,44:47:50,40:25:50,11-38-126-4-1,07.033.,2.3.11.,003,Areguniq,Арегуник,11/09/2006
841,Արզական-Մեղրաձորի,23/08/2012,Կոտայք,Մեղրաձոր,44:34:30,40:33:20,11-38-126-1-3,07.045.,2.3.05.,001,Arzakan-Meghradzori,Арзакан-Меградзори,10/09/2012
842,Արծաթահանդ,23/08/2012,Կոտայք,Թեղենիք,44:33:20,40:29:30,11-38-126-3-1,07.032.,2.3.11.,002,Artsathahand,Арцатаанд,10/09/2012
843,Արմոյի սպանված տեղ,07/09/2006,Կոտայք,Սոլակ,44:41:55,40:28:20,11-38-126-3-2,07.060.,2.3.03.,002,Armoyi spanvats tegh,Армои спанвац тех,11/09/2006
844,Արնալիճ,07/09/2006,Կոտայք,Գեղաշեն,44:44:20,40:14:30,11-38-138-1-4,07.023.,2.3.11.,004,Arnalich,Арналич,11/09/2006
845,Արշակի բերդ,07/09/2006,Կոտայք,Բուժական,44:31:40,40:28:30,11-38-126-3-1,07.020.,2.3.11.,002,Arshakaberd,Аршакаберд,11/09/2006
846,Արշոյի խճեր,07/09/2006,Կոտայք,Արագյուղ,44:32:10,40:23:25,11-38-126-3-3,07.012.,2.3.11.,007,Arshoyi khcher,Аршои хчер,11/09/2006
847,Արոտավայր,07/09/2006,Կոտայք,Մարմարիկ,44:38:20,40:32:45,11-38-126-1-4,07.044.,2.3.11.,003,Arotavayr,Аротавайр,11/09/2006
848,Արջաձոր,07/09/2006,Կոտայք,Արտավազ,44:31:50,40:38:50,11-38-126-1-1,07.017.,2.3.11.,001,Arjadzor,Арчадзор,11/09/2006
849,Արջաձոր,07/09/2006,Կոտայք,Կարենիս,44:38:25,40:23:20,11-38-126-3-4,07.037.,2.3.11.,001,Arjadzor,Арчадзор,11/09/2006
850,Արջանոց,02/04/2009,Կոտայք,Մեղրաձոր,44:46:55,40:38:45,11-38-126-2-1,07.045.,2.3.06.,001,Arjanoc,Арчаноц,08/05/2009
851,Արջանոց,07/09/2006,Կոտայք,Սոլակ,44:41:35,40:27:35,11-38-126-3-2,07.060.,2.3.11.,004,Arjanoc,Арчаноц,11/09/2006
852,Արջի բներ,07/09/2006,Կոտայք,Գեղաշեն,44:45:30,40:14:30,11-38-138-2-3,07.023.,2.3.11.,005,Arji bner,Арчи бнер,11/09/2006
853,Արսենի փոս,07/09/2006,Կոտայք,Գեղաշեն,44:48:20,40:12:50,11-38-138-2-3,07.023.,2.3.11.,006,Arseni phos,Арсени пос,11/09/2006
854,Արտուշ աղի հողեր,07/09/2006,Կոտայք,Ակունք,44:43:10,40:15:10,11-38-138-1-2,07.009.,2.3.11.,001,Artush aghi hogher,Артуш ахи охер,11/09/2006
855,Արփիյանի,07/09/2006,Կոտայք,Մարմարիկ,44:38:10,40:33:25,11-38-126-1-4,07.044.,2.3.11.,004,Arphiyani,Арпияни,11/09/2006
856,Արքայածառ,07/09/2006,Կոտայք,Ծաղկաձոր,44:40:05,40:32:00,11-38-126-1-4,07.005.,2.3.11.,001,Arqayatsar,Аркаяцар,11/09/2006
857,Արքայաձորի ,07/09/2006,Կոտայք,Գողթ,44:48:10,40:08:40,11-38-138-4-1,07.026.,2.3.11.,001,Arqayadzori,Аркаядзори,11/09/2006
858,Արևահանդ,07/09/2006,Կոտայք,Հատիս,44:46:00,40:21:05,11-38-126-4-3,07.040.,2.3.11.,004,Arevahand,Ареваанд,11/09/2006
859,Արևկող,07/09/2006,Կոտայք,Գողթ,44:46:25,40:09:05,11-38-138-4-1,07.026.,2.3.06.,001,Arevakogh,Аревкох,11/09/2006
860,Արևկող,07/09/2006,Կոտայք,Զառ,44:45:50,40:17:25,11-38-138-2-1,07.027.,2.3.11.,002,Arevakogh,Аревкох,11/09/2006
861,Արևկող,07/09/2006,Կոտայք,Կամարիս,44:45:50,40:12:00,11-38-138-2-3,07.035.,2.3.11.,002,Arevakogh,Аревкох,11/09/2006
862,Բաբախան,07/09/2006,Կոտայք,Արտավազ,44:35:00,40:38:40,11-38-126-1-1,07.017.,2.3.11.,002,Babakhan,Бабахан,11/09/2006
863,Բազուկանոց,07/09/2006,Կոտայք,Նոր Գեղի,44:32:10,40:19:20,11-38-138-1-1,07.048.,2.3.11.,004,Bazukanoc,Базуканоц,11/09/2006
864,Բաժնեմաս,07/09/2006,Կոտայք,Զառ,44:47:05,40:16:50,11-38-138-2-1,07.027.,2.3.06.,001,Bazhnemas,Бажнемас,11/09/2006
865,Բալաբեկի մարգեր,07/09/2006,Կոտայք,Նոր Գեղի,44:35:40,40:21:15,11-38-126-3-3,07.048.,2.3.11.,005,Balabeki marger,Балабеки маргер,11/09/2006
866,Բակեր,07/09/2006,Կոտայք,Զովաշեն,44:44:55,40:18:00,11-38-138-1-2,07.028.,2.3.11.,002,Baker,Бакер,11/09/2006
867,Բաղդոյի կտոր,07/09/2006,Կոտայք,Ակունք,44:40:25,40:16:00,11-38-138-1-2,07.009.,2.3.11.,002,Baghdoyi ktor,Бахдои ктор,11/09/2006
868,Բանակի դիք,07/09/2006,Կոտայք,Սարալանջ,44:30:25,40:24:10,11-38-126-3-3,07.059.,2.3.11.,002,Banaki diq,Банаки дик,11/09/2006
869,Բանիր,07/09/2006,Կոտայք,Լեռնանիստ,44:48:30,40:27:00,11-38-126-4-1,07.033.,2.3.11.,004,Banir,Банир,11/09/2006
870,Բանքսի սոճու,23/08/2012,Կոտայք,Աղավնաձոր,44:42:35,40:32:40,11-38-126-1-4,07.010.,2.3.05.,001,Banqsi sochu,Банкси сочу,10/09/2012
871,Բավենց քարուտ,07/09/2006,Կոտայք,Արագյուղ,44:32:45,40:22:30,11-38-126-3-3,07.012.,2.3.11.,008,Bavenc qarut,Бавенс карут,11/09/2006
872,Բավոյի շիրիմք,07/09/2006,Կոտայք,Սոլակ,44:44:00,40:26:20,11-38-126-3-2,07.060.,2.3.11.,005,Bavoyi shirimq,Бавои ширимк,11/09/2006
873,Բարակ հանդեր,07/09/2006,Կոտայք,Ակունք,44:42:40,40:17:15,11-38-138-1-2,07.009.,2.3.11.,003,Barak hander,Барак андер,11/09/2006
874,Բարձեր,07/09/2006,Կոտայք,Արզական,44:34:40,40:26:45,11-38-126-3-1,07.015.,2.3.11.,005,Bardzer,Бардзер,11/09/2006
875,Բացատ,07/09/2006,Կոտայք,Ծաղկաձոր,44:43:10,40:31:50,11-38-126-1-4,07.005.,2.3.03.,002,Bacat,Бацат,11/09/2006
876,Բդներ,07/09/2006,Կոտայք,Քարաշամբ,44:33:50,40:22:25,11-38-126-3-3,07.066.,2.3.11.,002,Bdner,Бднер,11/09/2006
877,Բեջանի գոմեր,07/09/2006,Կոտայք,Հրազդան,44:44:05,40:36:25,11-38-126-1-2,07.001.,2.3.11.,004,Bejani gomer,Беджани гомер,11/09/2006
878,Բերդ,07/09/2006,Կոտայք,Ձորաղբյուր,44:37:50,40:12:00,11-38-138-1-4,07.042.,2.3.11.,002,Berd,Берд,11/09/2006
879,Բերդալիճ,07/09/2006,Կոտայք,Սևաբերդ,44:48:25,40:17:20,11-38-138-2-1,07.061.,2.3.11.,002,Berdalich,Бердалич,11/09/2006
880,Բերդակի արտեր,07/09/2006,Կոտայք,Արզական,44:33:50,40:27:10,11-38-126-3-1,07.015.,2.3.11.,006,Berdaki arter,Бердаки артер,11/09/2006
881,Բերդահանդ,07/09/2006,Կոտայք,Բուժական,44:32:30,40:25:20,11-38-126-3-1,07.020.,2.3.11.,003,Berdahand,Бердаанд,11/09/2006
882,Բերդի գլուխ,07/09/2006,Կոտայք,Գեղաշեն,44:46:00,40:15:10,11-38-138-2-1,07.023.,2.3.11.,007,Berdi glukh,Берди глух,11/09/2006
883,Բերդի դաշտ,07/09/2006,Կոտայք,Սարալանջ,44:29:25,40:23:00,11-38-125-4-4,07.059.,2.3.11.,003,Berdi dasht,Берди дашт,11/09/2006
884,Բերդի քար,07/09/2006,Կոտայք,Մեղրաձոր,44:38:45,40:36:40,11-38-126-1-2,07.045.,2.3.11.,006,Berdi qar,Берди кар,11/09/2006
885,Բժանանոց,07/09/2006,Կոտայք,Քաղսի,44:45:05,40:26:30,11-38-126-4-1,07.063.,2.3.11.,004,Bzhananoc,Бжананоц,11/09/2006
886,Բիարներ,07/09/2006,Կոտայք,Քարաշամբ,44:33:15,40:22:10,11-38-126-3-3,07.066.,2.3.11.,003,Biarner,Биарнер,11/09/2006
887,Բլրահանդ,07/09/2006,Կոտայք,Եղվարդ,44:29:00,40:18:30,11-38-137-2-2,07.004.,2.3.11.,002,Blrahand,Блраанд,11/09/2006
888,Բլրաձոր,23/08/2012,Կոտայք,Արտավազ,44:35:10,40:35:55,11-38-126-1-1,07.017.,2.3.11.,003,Blradzor,Блрадзор,10/09/2012
889,Բլրի,07/09/2006,Կոտայք,Գեղադիր,44:40:50,40:09:55,11-38-138-3-2,07.022.,2.3.11.,001,Blri,Блри,11/09/2006
890,Բլուր,07/09/2006,Կոտայք,Գեղաշեն,44:44:50,40:12:50,11-38-138-1-4,07.023.,2.3.11.,008,Blur,Блур,11/09/2006
891,Բնային,07/09/2006,Կոտայք,Զովունի,44:28:25,40:15:40,11-38-137-2-2,07.029.,2.3.11.,001,Bnayin,Бнаин,11/09/2006
892,Բնեի կածան,07/09/2006,Կոտայք,Արագյուղ,44:33:25,40:25:10,11-38-126-3-1,07.012.,2.3.11.,009,Bnei katsan,Бнеи кацан,11/09/2006
893,Բոլորգունդ,07/09/2006,Կոտայք,Կոտայք,44:39:10,40:18:00,11-38-138-1-2,07.038.,2.3.11.,002,Bolorgund,Болоргунд,11/09/2006
894,Բջնակ,07/09/2006,Կոտայք,Ակունք,44:42:30,40:17:30,11-38-138-1-2,07.009.,2.3.11.,004,Bjnak,Бджнак,11/09/2006
895,Բուժականի,07/09/2006,Կոտայք,Բուժական,44:30:40,40:30:10,11-38-126-1-3,07.020.,2.3.11.,004,Buzhakani,Бужакани,11/09/2006
896,Գազաննոց,07/09/2006,Կոտայք,Գեղաշեն,44:47:20,40:12:55,11-38-138-2-3,07.023.,2.3.11.,009,Gazannoc,Газанноц,11/09/2006
897,Գալեի փայեր,07/09/2006,Կոտայք,Արագյուղ,44:31:55,40:22:40,11-38-126-3-3,07.012.,2.3.11.,010,Galei phayer,Галеи пайер,11/09/2006
898,Գաղտնարտեր,07/09/2006,Կոտայք,Աղավնաձոր,44:42:35,40:34:55,11-38-126-1-4,07.010.,2.3.11.,002,Gaghtnarter,Гахтнартер,11/09/2006
899,Գայլաղբյուր,07/09/2006,Կոտայք,Կամարիս,44:43:00,40:10:35,11-38-138-1-4,07.035.,2.3.11.,003,Gaylaghbyur,Гайлахбюр,11/09/2006
900,Գառեր,07/09/2006,Կոտայք,Լեռնանիստ,44:49:30,40:26:30,11-38-126-4-1,07.033.,2.3.11.,005,Garer,Гарер,11/09/2006
901,Գարոյի արեգ,07/09/2006,Կոտայք,Սոլակ,44:45:50,40:25:05,11-38-126-4-1,07.060.,2.3.11.,006,Garoyi areg,Гарои арег,11/09/2006
902,Գարոյի լիճ,07/09/2006,Կոտայք,Սոլակ,44:46:30,40:25:05,11-38-126-4-1,07.060.,2.3.11.,007,Garoyi lich,Гарои лич,11/09/2006
903,Գարոյի տեղեր,07/09/2006,Կոտայք,Սոլակ,44:43:10,40:27:50,11-38-126-3-2,07.060.,2.3.11.,008,Garoyi tegher,Гарои техер,11/09/2006
904,Գափոյի աղբյուր,07/09/2006,Կոտայք,Քաղսի,44:45:05,40:28:15,11-38-126-4-1,07.063.,2.3.11.,005,Gaphoyi aghbyur,Гапои ахбюр,11/09/2006
905,Գեղադաշտ,07/09/2006,Կոտայք,Կապուտան,44:41:25,40:20:05,11-38-126-3-4,07.036.,2.3.11.,003,Geghadasht,Гехадашт,11/09/2006
906,Գեղալիճ,07/09/2006,Կոտայք,Գեղաշեն,44:46:10,40:13:20,11-38-138-2-3,07.023.,2.3.11.,010,Geghalich,Гехалич,11/09/2006
907,Գեղալճի,07/09/2006,Կոտայք,Գեղաշեն,44:47:00,40:13:40,11-38-138-2-3,07.023.,2.3.11.,011,Geghalchi,Гехалчи,11/09/2006
